접근수단,가맹점_ID,중분류,시설_유효수요,가맹점명,시군구_가맹점,소분류,공급량,시설_공급수요비
도보,STORE_00077,체육용품,0.085954670997826,드림골프샵(드림통상),강남구,체육용품,1.0,11.634039062580932
도보,STORE_02878,체육용품,1112.5980979080225,삼천리자전거 보문점,성북구,체육용품,1.0,0.0008987971504537563
도보,STORE_02915,문화체험,653.1715112189377,안암동 주민자치회,성북구,문화체험,1.0,0.00153099145143948
도보,STORE_02890,체육시설,593.1969441064688,성북실내풋살센터 ,성북구,체육시설,1.0,0.0016857807679813619
도보,STORE_02976,체육시설,219.7224321501702,크로스핏 로꼬,성북구,체육시설,1.0,0.004551196663054166
도보,STORE_02886,체육시설,496.02003104431896,성북구립휘트니스센터(성북구도시관리공단),성북구,체육시설,1.0,0.002016047613832456
도보,STORE_04240,문화체험,591.2853532268413,주식회사 터치포굿,종로구,문화체험,1.0,0.0016912307983660794
도보,STORE_03652,문화체험,99.01380968235094,서빙고동 주민자치위원회,용산구,문화체험,1.0,0.010099601290043569
도보,STORE_03634,체육용품,183.54535544272292,라이트브라더스,용산구,체육용품,1.0,0.0054482446455152034
도보,STORE_03632,도서,211.30800819663887,두란노문고 본사점,용산구,도서,1.0,0.004732428309434542
도보,STORE_03681,문화체험,130.2190586193645,윤아트,용산구,문화체험,1.0,0.007679367448992547
도보,STORE_03667,음악,89.37064378395803,어쿠스틱마트,용산구,음악,1.0,0.011189356567883417
도보,STORE_02865,체육시설,351.3184305054483,백퍼센트짐,성북구,체육시설,1.0,0.0028464205494749635
도보,STORE_02963,도서,362.9245630698779,참사랑기독교백화점,성북구,도서,1.0,0.0027553935493957156
도보,STORE_02997,도서,365.2864428606317,희망문고(뉴희망문고),성북구,도서,1.0,0.002737577645008664
도보,STORE_02936,도서,287.2020910695873,월드문고,성북구,도서,1.0,0.0034818687993386026
도보,STORE_02980,체육시설,341.14651523328155,필라테스마일 한성대점(프롬미주식회사),성북구,체육시설,1.0,0.002931291850705799
도보,STORE_02879,체육용품,1299.980919208727,삼천리자전거 삼선점,성북구,체육용품,1.0,0.0007692420598055242
도보,STORE_02826,체육시설,215.33638451447,국제복싱체육관,성북구,체육시설,1.0,0.004643897046264389
도보,STORE_02875,문화체험,1050.6411892584988,삼선동 주민자치회,성북구,문화체험,1.0,0.0009517997297495643
도보,STORE_02872,도서,193.47967502684423,붓다북((주)운주사),성북구,도서,1.0,0.005168501548605845
도보,STORE_02977,체육시설,164.25270172487214,탑2000,성북구,체육시설,1.0,0.006088179917277878
도보,STORE_02807,영상,1322.5664056532191,CGV 성신여대입구,성북구,영화,1.0,0.0007561057015553766
도보,STORE_02941,체육시설,162.67277893288602,유타BK,성북구,체육시설,1.0,0.006147309995930975
도보,STORE_02959,문화체험,333.3809377035422,정유정 도예작업실(오소소),성북구,문화체험,1.0,0.002999571621846137
도보,STORE_02869,도서,534.70822123219,부비프(buvif),성북구,도서,1.0,0.0018701788382747965
도보,STORE_02895,체육시설,135.13577630740917,성신볼링장,성북구,체육시설,1.0,0.007399964889572861
도보,STORE_02837,도서,241.98838526518318,놀숲 성신여대점,성북구,도서,1.0,0.004132429739981731
도보,STORE_02854,체육시설,123.09214711792083,롤퀸롤러장(지엔주식회사성신지점),성북구,체육시설,1.0,0.008123995099719982
도보,STORE_02847,문화체험,345.67100453078,동선동주민센터,성북구,문화체험,1.0,0.0028929241587891293
도보,STORE_02848,문화체험,345.67100453078,동선동주민자치회,성북구,문화체험,1.0,0.0028929241587891293
도보,STORE_02874,도서,257.3794542417799,산문집,성북구,도서,1.0,0.0038853140121301566
도보,STORE_02853,체육시설,162.426786799106,로데오당구장,성북구,체육시설,1.0,0.006156619974492434
도보,STORE_02926,체육시설,182.654805775952,올리브짐,성북구,체육시설,1.0,0.005474808044342506
도보,STORE_02844,도서,160.71750311197036,도서총판강북도서,성북구,도서,1.0,0.00622209765978824
도보,STORE_02896,도서,170.45942801502542,성신북스,성북구,도서,1.0,0.005866498624598537
도보,STORE_02968,도서,190.6103984480865,초록서림,성북구,도서,1.0,0.005246303497300301
도보,STORE_02912,체육시설,272.91187343622886,아크로짐 돈암점,성북구,체육시설,1.0,0.0036641864914450832
도보,STORE_02876,체육시설,202.60601333302557,삼성태권도,성북구,체육시설,1.0,0.004935687660742279
도보,STORE_03641,도서,232.29692889363142,문광서원,용산구,도서,1.0,0.004304835215698867
도보,STORE_03678,문화체험,101.34898205048768,용산청소년센터(서울특별시용산구시설관리공단),용산구,문화체험,1.0,0.009866897326130452
도보,STORE_03682,문화체험,101.34898205048768,이촌제1동 주민센터,용산구,문화체험,1.0,0.009866897326130452
도보,STORE_04122,문화체험,50.124511432733165,스튜디오 흐린,종로구,문화체험,1.0,0.019950319143598932
도보,STORE_04287,문화체험,25.66618956839959,한복남(Hanboknam) 경복궁점(주식회사 한복남),종로구,문화체험,1.0,0.03896176319180653
도보,STORE_03907,도서,42.234351950744276,(재)팀선교회생명의말씀사 광화문점,종로구,도서,1.0,0.023677408408355548
도보,STORE_04134,영상,25.893981106627912,씨네큐브광화문,종로구,영화,1.0,0.03861901327115885
도보,STORE_04161,영상,63.95262555837491,에무시네마,종로구,영화,1.0,0.01563657459359845
도보,STORE_04004,도서,42.34051309973412,내일신문,종로구,도서,1.0,0.023618041605789602
도보,STORE_04256,도서,42.97365070247672,책방오늘(주식회사 책방오늘),종로구,도서,1.0,0.023270073257759472
도보,STORE_04121,문화체험,59.07162693261632,스타일리스트제비,종로구,문화체험,1.0,0.01692860095322432
도보,STORE_04195,도서,28.845348628499927,이라선,종로구,도서,1.0,0.034667634386362556
도보,STORE_04186,문화체험,176.46679710473242,위드피아노 광화문점(광화문위드피아노학원),종로구,문화체험,1.0,0.0056667884066967196
도보,STORE_04427,영상,87.60182107742855,시네마테크 서울아트시네마((사)한국시네마테크협의회),중구,영화,1.0,0.011415287806815463
도보,STORE_04490,영상,119.8741987469447,청춘극장((주)추억을파는극장),중구,영화,1.0,0.008342078699612477
도보,STORE_03974,도서,2.3123797617329567,교보문고 광화문점,종로구,도서,1.0,0.43245491789401164
도보,STORE_02867,문화체험,786.4017978596355,보문동 주민자치회,성북구,문화체험,1.0,0.0012716145903044966
도보,STORE_03904,문화체험,51.00933988984339,(사)전통문화원,종로구,문화체험,1.0,0.019604252910536347
도보,STORE_04041,문화체험,65.74403736994506,뜻밖의조작가,종로구,문화체험,1.0,0.01521050486104084
도보,STORE_03181,체육시설,0.0,잠실 한강공원 물놀이장(주식회사 중앙출판사),송파구,체육시설,1.0,0.0
도보,STORE_02768,체육시설,113.858472755149,옥정스포렉스,성동구,체육시설,1.0,0.00878283342295031
도보,STORE_02767,체육시설,200.58375149034663,옥정교육문화관(성동구도시관리공단),성동구,체육시설,1.0,0.004985448684501877
도보,STORE_02794,체육시설,114.44542804952313,행복탁구장,성동구,체육시설,1.0,0.008737788979803346
도보,STORE_02705,체육시설,446.5731505869805,금호스포츠센터(성동구도시관리공단),성동구,체육시설,1.0,0.0022392747944778796
도보,STORE_02763,도서,592.1595843762175,오운챕터,성동구,도서,1.0,0.001688733960210072
도보,STORE_02801,도서,59.72983217657697,(주)유니스토아 고려대학교자연계,성북구,도서,1.0,0.01674205273243928
도보,STORE_02836,도서,564.201276932324,놀숲 고대안암역점,성북구,도서,1.0,0.0017724171158158331
도보,STORE_02802,도서,1036.7660295731798,(주)유니스토아 고려대학교중앙광장,성북구,도서,1.0,0.0009645377756172086
도보,STORE_00797,문화체험,223.61936198795928,염창동 주민자치회,강서구,문화체험,1.0,0.004471884684358615
도보,STORE_00795,체육시설,169.71977003646768,"에스짐 헬스,기구필라테스,PT 염창점 (에스짐 염창점)",강서구,체육시설,1.0,0.005892065489984638
도보,STORE_00680,도서,353.1209948194592,대영문고,강서구,도서,1.0,0.0028318905266770437
도보,STORE_02846,문화체험,447.1983347333282,돈암제2동 주민자치회,성북구,문화체험,1.0,0.002236144283936828
도보,STORE_02825,체육시설,22.73530954433684,구민회관헬스센터(성북구도시관리공단),성북구,체육시설,1.0,0.04398444622228999
도보,STORE_02887,문화체험,13.425726256127145,성북구민여성회관(재단법인 성북문화재단),성북구,문화체험,1.0,0.07448386634157884
도보,STORE_03742,체육시설,830.6709357386948,기구필라테스 (미타임(Me Time)필라테스),은평구,체육시설,1.0,0.0012038461404824826
도보,STORE_03900,체육용품,1037.4069256316634,호돌이 배드민턴,은평구,체육용품,1.0,0.0009639418971404236
도보,STORE_03829,체육시설,411.812332104453,에이블짐 불광점,은평구,체육시설,1.0,0.0024282905635432932
도보,STORE_03789,도서,2112.3939697582996,북월드(토이월드),은평구,도서,1.0,0.00047339654170401753
도보,STORE_03757,문화체험,2376.8926112098775,뜨란 ,은평구,문화체험,1.0,0.0004207173665666719
도보,STORE_03772,체육시설,1547.696297365055,명성태권도,은평구,체육시설,1.0,0.0006461215948519712
도보,STORE_03756,체육시설,1095.582095998362,디딤휘트니스,은평구,체육시설,1.0,0.0009127567926242334
도보,STORE_03830,체육시설,310.37178477296624,에이짐휘트니스(에이짐),은평구,체육시설,1.0,0.0032219423577162136
도보,STORE_03880,체육시설,312.9866464043648,킵온댄스아카데미(킵온),은평구,체육시설,1.0,0.003195024489025786
도보,STORE_03736,체육시설,307.1390132663501,구산탁구교실,은평구,체육시설,1.0,0.0032558547003366284
도보,STORE_03799,체육용품,1447.7599310773028,삼천리자전거 구산점,은평구,체육용품,1.0,0.000690722252035172
도보,STORE_03828,체육시설,273.99498456204134,"에버웰니스 필라테스 바레, 요가 은평",은평구,체육시설,1.0,0.003649701842529777
도보,STORE_03727,체육시설,268.30464303931484,WS복싱클럽 구산점(더블유에스복싱클럽),은평구,체육시설,1.0,0.003727106578075391
도보,STORE_03716,체육시설,199.47294606619073,BIGBRO GYM (빅브로짐 휘트니스 구산점),은평구,체육시설,1.0,0.00501321116332323
도보,STORE_03759,체육시설,556.6786860313891,라운드앤라운드스튜디오,은평구,체육시설,1.0,0.0017963683990294063
도보,STORE_03725,체육시설,514.3286162556839,Red 휘트니스 (레드 휘트니스 Red Finess),은평구,체육시설,1.0,0.001944282251452403
도보,STORE_03777,체육시설,385.20603177464045,뮤즈댄스학원,은평구,체육시설,1.0,0.0025960133474364606
도보,STORE_03732,체육시설,318.5856491869425,검도영무관,은평구,체육시설,1.0,0.0031388733376788457
도보,STORE_03826,문화체험,1821.640509498131,어메이징사운드학원,은평구,문화체험,1.0,0.0005489557323664832
도보,STORE_03798,체육용품,2549.03682379476,삼천리자전거 갈현점,은평구,체육용품,1.0,0.0003923050426989503
도보,STORE_03750,문화체험,1522.8519998918835,대조동 주민자치회,은평구,문화체험,1.0,0.0006566626304269857
도보,STORE_03802,체육용품,1607.2808829417797,삼천리자전거 불광대조점,은평구,체육용품,1.0,0.0006221687886747688
도보,STORE_03805,체육용품,1089.7707669009062,삼천리자전거 연신내점,은평구,체육용품,1.0,0.0009176241741589411
도보,STORE_03821,도서,872.6701825129559,알라딘 중고서점 연신내점,은평구,도서,1.0,0.0011459082939219753
도보,STORE_03897,체육시설,526.9707478877539,헬슐랭 피트니스,은평구,체육시설,1.0,0.0018976385387771137
도보,STORE_03860,체육시설,321.85613928924465,인헬서짐 연신내역점(주 비엔아이컴퍼니),은평구,체육시설,1.0,0.003106978174187702
도보,STORE_03743,체육시설,387.0835005342501,나예 필라테스,은평구,체육시설,1.0,0.0025834219196111605
도보,STORE_03852,체육시설,387.0835005342501,은평청여울수영장(은평구청),은평구,체육시설,1.0,0.0025834219196111605
도보,STORE_03770,체육시설,358.016352518498,매니아당구(매니아당구장),은평구,체육시설,1.0,0.0027931685046378766
도보,STORE_03788,도서,908.8348451186085,벌툰 연신내로데오점,은평구,도서,1.0,0.0011003099247030893
도보,STORE_03745,도서,1426.881436960558,놀숲 연신내로데오점,은평구,도서,1.0,0.0007008290766821729
도보,STORE_03840,문화체험,1108.1896910533458,예체능공간(사단법인 예체능융합문화교육협회),은평구,문화체험,1.0,0.0009023725884415056
도보,STORE_03892,도서,786.6809419887587,한우리문고 연신내,은평구,도서,1.0,0.001271163373389932
도보,STORE_03843,문화체험,921.7858580023687,위드피아노 연신내점(연신내위드피아노학원),은평구,문화체험,1.0,0.0010848506638701657
도보,STORE_03785,체육시설,272.33694985726356,발리휘트니스,은평구,체육시설,1.0,0.0036719218619585665
도보,STORE_03768,체육시설,224.917488979655,마인드 인 필라테스,은평구,체육시설,1.0,0.004446074889669675
도보,STORE_03842,체육시설,283.0438675368675,온앤온 피트니스 연신내점,은평구,체육시설,1.0,0.003533021254628477
도보,STORE_03866,문화체험,747.2108253312335,조져비트 스튜디오,은평구,문화체험,1.0,0.0013383103751965942
도보,STORE_03784,체육시설,453.7509092742952,반도당구장,은평구,체육시설,1.0,0.0022038523329889217
도보,STORE_03876,체육시설,661.8634948522366,철인헬스클럽,은평구,체육시설,1.0,0.001510885564436899
도보,STORE_03731,체육시설,463.67444312488607,갈현화랑태권도장(화랑체육관),은평구,체육시설,1.0,0.002156685611699026
도보,STORE_03804,체육용품,1735.8651457515587,삼천리자전거 역촌화성점,은평구,체육용품,1.0,0.0005760816169663001
도보,STORE_03771,도서,2629.8089727077518,매일문고,은평구,도서,1.0,0.0003802557563602659
도보,STORE_03884,체육시설,262.072022427062,트윈스 MMA,은평구,체육시설,1.0,0.0038157449648342865
도보,STORE_03898,체육시설,445.6249970123364,헬스보이짐 필라걸 불광점,은평구,체육시설,1.0,0.0022440392857322514
도보,STORE_03827,체육시설,125.76151497773633,어트루짐 불광역점,은평구,체육시설,1.0,0.007951558154949318
도보,STORE_03818,체육시설,379.2514816434785,아인스포츠 불광스포렉스(아인스포츠),은평구,체육시설,1.0,0.0026367728233163933
도보,STORE_03790,문화체험,1304.38753172187,불광1동 주민자치위원회,은평구,문화체험,1.0,0.0007666433292872249
도보,STORE_03718,영상,1515.7023270299499,CGV 불광,은평구,영화,1.0,0.0006597601535385387
도보,STORE_00189,체육시설,454.04605299994574,초록 당구장,강남구,체육시설,1.0,0.0022024197620326403
도보,STORE_00228,체육시설,368.06874516392367,휴메이크휘트니스 대치점(휴메이크컴퍼니),강남구,체육시설,1.0,0.002716883770053984
도보,STORE_00076,도서,460.1302883664811,두나서점도곡점,강남구,도서,1.0,0.002173297488305155
도보,STORE_00036,체육시설,110.56682547419138,강남 당구아카데미,강남구,체육시설,1.0,0.00904430416366997
도보,STORE_00009,도서,167.57958060234498,(주)석세스파트너,강남구,도서,1.0,0.005967314134607679
도보,STORE_00147,문화체험,362.96269545242177,아티젠탱글링캠퍼스,강남구,문화체험,1.0,0.0027551040713799275
도보,STORE_00220,도서,187.8993706083065,한티서점,강남구,도서,1.0,0.005321997603092519
도보,STORE_00117,체육용품,776.046190944264,삼천리자전거 디티바이크점,강남구,체육용품,1.0,0.0012885830916626719
도보,STORE_00071,문화체험,542.1286648414195,대치4문화센터(강남구청),강남구,문화체험,1.0,0.001844580567036636
도보,STORE_00056,도서,101.85674868968384,나나문고,강남구,도서,1.0,0.009817709801896328
도보,STORE_00125,도서,174.20914896917714,선경문고,강남구,도서,1.0,0.0057402266523724895
도보,STORE_02305,체육용품,299.189785282859,싱글트랙,마포구,체육용품,1.0,0.0033423600978040855
도보,STORE_02284,체육용품,363.33080437871865,삼천리자전거 망원월드점,마포구,체육용품,1.0,0.0027523127352495217
도보,STORE_02296,체육용품,194.36620837872937,스마일스포츠,마포구,체육용품,1.0,0.005144927239880427
도보,STORE_02203,문화체험,310.3961028471125,구립망원청소년문화센터,마포구,문화체험,1.0,0.003221689933692744
도보,STORE_02237,체육시설,84.94073980519994,마포구민체육센터(마포구체육회),마포구,체육시설,1.0,0.011772913707761014
도보,STORE_02293,체육시설,554.3187449978036,셀프메이드짐,마포구,체육시설,1.0,0.001804016207324835
도보,STORE_02340,체육시설,329.23614446912296,인지요가,마포구,체육시설,1.0,0.0030373335880616954
도보,STORE_02353,체육용품,506.5678233607241,찾아가는자전거,마포구,체육용품,1.0,0.001974069322772413
도보,STORE_02285,체육용품,350.28240887824086,삼천리자전거 망원점,마포구,체육용품,1.0,0.0028548393372149123
도보,STORE_02277,도서,592.9390227571078,북앤리브,마포구,도서,1.0,0.001686514062356866
도보,STORE_02178,체육용품,955.7575392387056,109모빌리티마포본점(씨제이그룹주식회사),마포구,체육용품,1.0,0.0010462904648353966
도보,STORE_02383,체육시설,344.5808426746755,현대태권도(현대체육관),마포구,체육시설,1.0,0.0029020765990293794
도보,STORE_02198,도서,549.3334962199274,가가77페이지,마포구,도서,1.0,0.0018203878097388891
도보,STORE_02362,체육용품,296.97686767368145,캡틴인라인자전거(더캡틴),마포구,체육용품,1.0,0.0033672656319441055
도보,STORE_02292,체육시설,530.0790577301485,세움재활운동센터,마포구,체육시설,1.0,0.001886511050412178
도보,STORE_02275,문화체험,873.6382958391501,벼리공작소,마포구,문화체험,1.0,0.001144638467387097
도보,STORE_02222,도서,371.7001372224203,동네책방 개똥이네책놀이터,마포구,도서,1.0,0.0026903406801854733
도보,STORE_02286,체육용품,565.1171801005864,삼천리자전거 성산송림점,마포구,체육용품,1.0,0.0017695445037116157
도보,STORE_02272,도서,219.73851635558145,벌툰 망원역점,마포구,도서,1.0,0.004550863529003706
도보,STORE_02247,문화체험,798.7861059185066,망원제1동주민자치위원회,마포구,문화체험,1.0,0.0012518995918815114
도보,STORE_02212,체육시설,590.4888949426567,네이브핏(네이브핏 망원점),마포구,체육시설,1.0,0.0016935119501224687
도보,STORE_02194,도서,339.3520069625768,TRAVELTOWN(여행마을),마포구,도서,1.0,0.0029467926503534084
도보,STORE_02265,체육시설,489.56288995626124,무해안 요가원(주식회사 무해안),마포구,체육시설,1.0,0.0020426384853013315
도보,STORE_02297,도서,402.15240874676573,스캐터북스(SCATTER BOOKS),마포구,도서,1.0,0.0024866194463843117
도보,STORE_02389,체육시설,418.1812771852049,휘트니스피플 우먼 망원역점,마포구,체육시설,1.0,0.0023913074414307605
도보,STORE_02195,문화체험,657.6291729051128,cris atelier (크리스 아뜰리에),마포구,문화체험,1.0,0.0015206138066875066
도보,STORE_03893,체육시설,807.5677503932899,합기도 영무관(종합무예 영무관),은평구,체육시설,1.0,0.0012382861989139544
도보,STORE_03874,체육시설,675.7035690108497,참조은고려태권도장,은평구,체육시설,1.0,0.0014799389049607685
도보,STORE_03764,체육시설,741.594253992755,로열당구장(로열빌리아드),은평구,체육시설,1.0,0.0013484462623813286
도보,STORE_03791,문화체험,1608.8133138273786,불광2동주민센터,은평구,문화체험,1.0,0.0006215761589024849
도보,STORE_03436,영상,21.923810356905555,CGV 여의도,영등포구,영화,1.0,0.04561250912686445
도보,STORE_03569,도서,13.910096472660964,자연책사랑,영등포구,도서,1.0,0.07189022750240515
도보,STORE_03560,도서,11.636468689551776,와우북 트윈점,영등포구,도서,1.0,0.0859367241625362
도보,STORE_03565,문화체험,90.3242424892286,위드피아노 여의도점(여의도위드피아노학원),영등포구,문화체험,1.0,0.011071224872096243
도보,STORE_03599,도서,56.87428076780181,학연서점,영등포구,도서,1.0,0.01758263992968381
도보,STORE_01165,체육용품,245.8099427309597,삼천리자전거 광장점,광진구,체육용품,1.0,0.00406818369057799
도보,STORE_01188,체육시설,183.4533611810678,아트스테이무용학원,광진구,체육시설,1.0,0.00545097671452857
도보,STORE_01236,체육시설,67.37652742400208,키즈쿠아,광진구,체육시설,1.0,0.014841964082045613
도보,STORE_01181,체육시설,311.95215080405035,스파이럴치어리딩학원(스파이럴 치어리딩학원),광진구,체육시설,1.0,0.003205619827984902
도보,STORE_01101,체육시설,349.88668081064765,IRAIYOGA (이라이요가(Irai 요가)),광진구,체육시설,1.0,0.002858068211350926
도보,STORE_03666,체육시설,259.0762730685976,어썸라운지볼 이태원점,용산구,체육시설,1.0,0.0038598671663584664
도보,STORE_03646,도서,410.03658259066066,벨리븐북스토어(BelebenBookstore),용산구,도서,1.0,0.002438806785682095
도보,STORE_03683,체육시설,414.18533430300005,이태원2동주민센터헬스장(용산구시설관리공단),용산구,체육시설,1.0,0.0024143780988354437
도보,STORE_03684,문화체험,433.45613154213936,이태원2동주민자치위원회,용산구,문화체험,1.0,0.0023070385379997398
도보,STORE_03696,체육시설,197.71741115348573,주식회사스매싱볼,용산구,체육시설,1.0,0.005057723516436859
도보,STORE_03630,도서,244.44176730396381,놀숲 이태원점,용산구,도서,1.0,0.004090953894783857
도보,STORE_03686,체육시설,50.148787226693386,이태원초등학교수영장(서울특별시용산구시설관리공단),용산구,체육시설,1.0,0.01994066168498919
도보,STORE_03675,문화체험,165.31089808341827,용산구 한남동 주민자치위원회,용산구,문화체험,1.0,0.006049207956606621
도보,STORE_03685,문화체험,583.8284115936702,이태원제1동 주민센터,용산구,문화체험,1.0,0.0017128320241735248
도보,STORE_03703,도서,154.5555032793066,포스트 포에틱스(주식회사 포스트 포에틱스),용산구,도서,1.0,0.006470167537113444
도보,STORE_03621,도서,354.2405067221642,고요서사,용산구,도서,1.0,0.002822940858043414
도보,STORE_03647,도서,339.28583069638887,별책부록,용산구,도서,1.0,0.002947367409795706
도보,STORE_03656,도서,432.15308134725126,스토리지북앤필름,용산구,도서,1.0,0.0023139948392418433
도보,STORE_03674,문화체험,1112.8349724163222,용산2가 주민자치회,용산구,문화체험,1.0,0.0008986058353546158
도보,STORE_03663,도서,316.4692861418594,아크앤북 이태원점,용산구,도서,1.0,0.003159864302129286
도보,STORE_02202,도서,187.37021549473616,교보문고 합정점,마포구,도서,1.0,0.00533702753855291
도보,STORE_02315,도서,109.73781127165488,양화진책방(홍성사),마포구,도서,1.0,0.009112629351833068
도보,STORE_02310,도서,115.02158135608292,알라딘 중고서점 합정점,마포구,도서,1.0,0.008694020619523634
도보,STORE_02341,체육용품,604.5759198487402,자전거나라,마포구,체육용품,1.0,0.001654051984488882
도보,STORE_02316,음악,447.87781171536847,어쿠스틱갤러리 합정점,마포구,음악,1.0,0.0022327518216854903
도보,STORE_02229,영상,742.6233068174276,롯데컬처웍스㈜롯데시네마 합정,마포구,영화,1.0,0.0013465777209250016
도보,STORE_02233,도서,57.85946118863516,리폼드북카페,마포구,도서,1.0,0.017283258078393954
도보,STORE_02216,문화체험,410.13095928670197,달작업실,마포구,문화체험,1.0,0.0024382455831649377
도보,STORE_02349,음악,792.3485466746528,주식회사 비트로드,마포구,음악,1.0,0.001262070845206726
도보,STORE_02307,문화체험,220.16958366295012,아일랑트,마포구,문화체험,1.0,0.004541953449532179
도보,STORE_02332,문화체험,220.16958366295012,위드피아노 홍대점,마포구,문화체험,1.0,0.004541953449532179
도보,STORE_02354,도서,120.56682739700483,책방 꼴(언니네트워크),마포구,도서,1.0,0.008294155379134098
도보,STORE_01333,체육용품,2047.1870820582967,삼천리자전거 오류점(구원상회),구로구,체육용품,1.0,0.0004884751417025225
도보,STORE_01362,도서,501.45779469073983,연세말씀사,구로구,도서,1.0,0.0019941857731351495
도보,STORE_01335,문화체험,1278.2955033936132,샤론뮤직아카데미음악학원,구로구,문화체험,1.0,0.0007822917293733761
도보,STORE_01388,도서,1191.6391427993058,콕콕콕,구로구,도서,1.0,0.0008391802216658291
도보,STORE_01307,음악,2047.854120803561,라인악기총판,구로구,음악,1.0,0.0004883160327883161
도보,STORE_01397,체육시설,589.2796830027356,피츠요가,구로구,체육시설,1.0,0.0016969870654701626
도보,STORE_01381,체육시설,729.9401097729051,지금부터핏 오류동 PT,구로구,체육시설,1.0,0.001369975408408663
도보,STORE_01338,문화체험,781.505707743029,수궁동 주민자치위원회,구로구,문화체험,1.0,0.001279581185514278
도보,STORE_01301,도서,492.2617884129909,동방서적,구로구,도서,1.0,0.002031439416055252
도보,STORE_01327,도서,682.86452807687,비씨지북스,구로구,도서,1.0,0.0014644193084919327
도보,STORE_01281,문화체험,207.33218632235562,구로문화원,구로구,문화체험,1.0,0.0048231778082213515
도보,STORE_01364,문화체험,611.6390293320866,오류1동 주민자치위원회,구로구,문화체험,1.0,0.0016349512572668978
도보,STORE_01295,체육시설,502.62940837135704,다짐 오류점,구로구,체육시설,1.0,0.001989537387476483
도보,STORE_01340,체육시설,831.9844753704239,수카건강플러스센터,구로구,체육시설,1.0,0.0012019455045177024
도보,STORE_00268,체육시설,135.9797468674592,길동볼링장,강동구,체육시설,1.0,0.0073540363402405055
도보,STORE_00269,체육시설,127.06602167785798,길투당구클럽,강동구,체육시설,1.0,0.007869924522664551
도보,STORE_00401,체육시설,148.01820518683184,짐구공(주식회사 같이의가치90),강동구,체육시설,1.0,0.006755925723716066
도보,STORE_00348,체육용품,976.8886820371755,세계낚시센터(FWC),강동구,체육용품,1.0,0.001023658087546504
도보,STORE_00389,체육시설,255.58329755027827,요가룩스앤필라테스 강동역점,강동구,체육시설,1.0,0.003912618741462479
도보,STORE_00364,문화체험,807.7689262793225,아워캔버스,강동구,문화체험,1.0,0.0012379778021495778
도보,STORE_00421,체육시설,169.7736937751863,필라테스정원(필라테스정원 길동점 평생교육원),강동구,체육시설,1.0,0.0058901940445743985
도보,STORE_00382,체육시설,322.4787137685993,엠브이피당구장,강동구,체육시설,1.0,0.003100979870310352
도보,STORE_00367,문화체험,889.633754775745,아인토 (아인토 민화 그리고 도자기),강동구,문화체험,1.0,0.001124058068426232
도보,STORE_00307,체육시설,221.6396178633338,모두의운동 그룹PT 길동역,강동구,체육시설,1.0,0.004511828749933212
도보,STORE_00424,문화체험,1274.507515144525,한국문화센터 강동지부,강동구,문화체험,1.0,0.0007846167936378179
도보,STORE_00408,체육시설,310.3101062590646,"카인드짐 24시 휘트니스,스쿼시 강동역점",강동구,체육시설,1.0,0.003222582764240179
도보,STORE_00426,도서,1040.9002358668786,한보책문구(한보문고),강동구,도서,1.0,0.0009607068627159872
도보,STORE_00233,체육시설,200.08422076124742,007 당구장,강동구,체육시설,1.0,0.004997895367237682
도보,STORE_00248,체육시설,462.5645837633258,강동생활탁구교실(강동생활씨엔에스),강동구,체육시설,1.0,0.002161860278761974
도보,STORE_00252,문화체험,327.80197853778895,갤러리 아움,강동구,문화체험,1.0,0.0030506222215639254
도보,STORE_00308,문화체험,301.2298429162115,목설,강동구,문화체험,1.0,0.0033197242023532
도보,STORE_00286,문화체험,268.15974399816287,디저트공방 연,강동구,문화체험,1.0,0.0037291205051525216
도보,STORE_00289,체육시설,420.9372522143675,라운드짐,강동구,체육시설,1.0,0.002375650990116545
도보,STORE_00284,체육시설,314.8693495839078,둔촌탁구교실,강동구,체육시설,1.0,0.0031759204296050907
도보,STORE_00411,도서,611.9469472338069,태환책방(북마켓),강동구,도서,1.0,0.00163412858666967
도보,STORE_00381,체육시설,340.8505629956489,에이원민턴 강동점,강동구,체육시설,1.0,0.002933837019986866
도보,STORE_00283,체육시설,218.63950325511894,둔촌k복싱(둔촌K-복싱클럽),강동구,체육시설,1.0,0.0045737388949020465
도보,STORE_00246,도서,1567.3043742399668,강동가톨릭서원,강동구,도서,1.0,0.0006380381605742217
도보,STORE_00341,음악,2026.6415781713977,상지악기,강동구,음악,1.0,0.0004934271608610152
도보,STORE_00245,체육시설,502.1159473706045,가인볼링장,강동구,체육시설,1.0,0.0019915718774451002
도보,STORE_00282,체육시설,300.3953756292819,동우 당구장,강동구,체육시설,1.0,0.0033289460528650103
도보,STORE_02236,체육시설,127.02631846704053,마포구 성산당구장 아카데미(마포구체육회),마포구,체육시설,1.0,0.007872384337891912
도보,STORE_02301,문화체험,1070.672630575017,시립마포청소년센터,마포구,문화체험,1.0,0.0009339923067454695
도보,STORE_00597,체육시설,354.2921002440984,(H)피트니스,강서구,체육시설,1.0,0.0028225297693937434
도보,STORE_00880,도서,1639.0431234548817,행복한글간,강서구,도서,1.0,0.0006101120743499018
도보,STORE_00829,체육용품,268.575024474906,자전거포 강가,강서구,체육용품,1.0,0.0037233544033184436
